name,acronym,category,state,state_name,city,region,website,academic_system_url,academic_system_name,qs_ranking,the_ranking,graduate_page_url,masters_count,phd_count,english_programmes,int_office_email,int_office_phone,int_office_url
Universidade Federal de São Carlos,UFSCAR,Federal,SP,São Paulo,São Carlos,Sudeste,https://www.ufscar.br,https://www.prograd.ufscar.br,Sistema de Gestão Acadêmica (SAG-UFSCar),1001-1200 (QS World 2025),1201-1500 (THE World 2026),https://www.propg.ufscar.br,40,28,,srinter@ufscar.br,+55 (16) 3351-8111,https://www.srinter.ufscar.br
Universidade Federal de São Paulo,UNIFESP,Federal,SP,São Paulo,São Paulo,Sudeste,https://portal.unifesp.br,https://sistemas.unifesp.br,SIGA-UNIFESP,801-850 (QS World 2027),,https://www.unifesp.br/pos-graduacao,50,35,,sri@unifesp.br,+55 (11) 3385-4100,https://www.unifesp.br/sri
Universidade Federal do ABC,UFABC,Federal,SP,São Paulo,Santo André,Sudeste,https://www.ufabc.edu.br,https://sistema.ufabc.edu.br,Sistema Acadêmico UFABC,,1501+ (THE World 2026),https://propg.ufabc.edu.br,30,18,,ri@ufabc.edu.br,+55 (11) 4996-7914,https://ri.ufabc.edu.br
Universidade Municipal de São Caetano do Sul,USCS,Municipal,SP,São Paulo,São Caetano do Sul,Sudeste,https://www.uscs.edu.br,https://www.uscs.edu.br/graduacao,Sistema Acadêmico USCS,,,https://www.uscs.edu.br/pos-graduacao,12,4,,ari@uscs.edu.br,+55 (11) 4239-3200,https://www.uscs.edu.br/relacoes-internacionais
Universidade Virtual do Estado de São Paulo,UNIVESP,State,SP,São Paulo,São Paulo,Sudeste,https://univesp.br,https://univesp.br/graduacao,AVA-UNIVESP,,,,0,0,,internacional@univesp.br,+55 (11) 3165-9000,https://univesp.br/internacional
Universidade de São Paulo,USP,State,SP,São Paulo,São Paulo,Sudeste,https://www.usp.br,https://uspdigital.usp.br/jupiterweb/,JupiterWeb,133 (QS World 2027),201-250 (THE World 2026),https://www.usp.br/pos-graduacao,230,200,True,aucani@usp.br,+55 (11) 3091-3530,https://www.aucani.usp.br
Universidade de Taubaté,UNITAU,Municipal,SP,São Paulo,Taubaté,Sudeste,https://www.unitau.br,https://www.unitau.br/graduacao,Sistema Acadêmico UNITAU,,,https://www.unitau.br/pos-graduacao,20,10,,ari@unitau.br,+55 (12) 3625-4100,https://www.unitau.br/assessoria-de-relacoes-internacionais
Universidade Estadual de Londrina,UEL,State,PR,Paraná,Londrina,Sul,https://portal.uel.br,https://sistemas.uel.br/portaldoestudante,Portal do Estudante UEL,1151-1200,1501+,https://portal.uel.br/pos-graduacao,49,31,,international@uel.br,+55 (43) 3371-4000,https://sites.uel.br/international
Universidade Estadual de Maringá,UEM,State,PR,Paraná,Maringá,Sul,https://www.uem.br,https://sigs.uem.br/sigaa/public/home.jsf,SIGAA / SAV,103 (Latin America),1501+,https://www.uem.br/pos-graduacao,42,28,,sec-daa@uem.br,+55 (44) 3011-4475,https://www.uem.br/internacional
Universidade Estadual de Ponta Grossa,UEPG,State,PR,Paraná,Ponta Grossa,Sul,https://www.uepg.br,https://www.uepg.br/aluno,Acadêmico Online (Kairos),144 (Latin America),1501+,https://www.uepg.br/pos-graduacao,22,20,,internacional@uepg.br,+55 (42) 3220-3000,https://www.uepg.br/internacional
Universidade Estadual do Centro-Oeste,UNICENTRO,State,PR,Paraná,Guarapuava,Sul,https://www3.unicentro.br,https://www3.unicentro.br/aluno-online,Aluno Online,,,https://www3.unicentro.br/pos-graduacao,18,6,,internacional@unicentro.br,+55 (42) 3621-1000,https://www3.unicentro.br/internacional
Universidade Estadual do Norte do Paraná,UENP,State,PR,Paraná,Jacarezinho,Sul,https://www.uenp.edu.br,https://www.uenp.edu.br/aluno,Portal do Aluno UENP,,,https://www.uenp.edu.br/pos-graduacao,6,1,,internacional@uenp.edu.br,+55 (43) 3511-3200,https://www.uenp.edu.br/internacional
Universidade Estadual do Oeste do Paraná,UNIOESTE,State,PR,Paraná,Cascavel,Sul,https://www.unioeste.br,https://www.unioeste.br/portal/aluno,Portal do Aluno Unioeste,66 (Brazil national),1501+,https://www.unioeste.br/portal/pos-graduacao,25,12,,internacional@unioeste.br,+55 (45) 3220-3227,https://www.unioeste.br/portal/internacional
Universidade Estadual do Paraná,UNESPAR,State,PR,Paraná,Paranavaí,Sul,https://www.unespar.edu.br,https://www.unespar.edu.br/estudantes,Portal do Estudante Unespar,,,https://www.unespar.edu.br/pos-graduacao,3,0,,internacional@unespar.edu.br,+55 (44) 3424-0111,https://www.unespar.edu.br/internacional
Universidade Federal da Integração Latino-Americana,UNILA,Federal,PR,Paraná,Foz do Iguaçu,Sul,https://portal.unila.edu.br,https://sig.unila.edu.br/sigaa/public/home.jsf,SIGAA,,,https://portal.unila.edu.br/pos-graduacao,10,5,True,sri@unila.edu.br,+55 (45) 3529-2800,https://portal.unila.edu.br/internacional
Universidade Federal do Paraná,UFPR,Federal,PR,Paraná,Curitiba,Sul,https://ufpr.br,https://sistemas.ufpr.br,Sistemas UFPR / SIGAA,1001-1200,1201-1500,https://www.prppg.ufpr.br,80,63,,sri@ufpr.br,+55 (41) 3360-5465,https://internacional.ufpr.br
Universidade Tecnológica Federal do Paraná,UTFPR,Federal,PR,Paraná,Curitiba,Sul,https://www.utfpr.edu.br,https://www.utfpr.edu.br/alunos/portal-do-aluno,Portal do Aluno UTFPR,,1501+,https://www.utfpr.edu.br/cursos/programas-de-pos-graduacao,59,23,,internacional@utfpr.edu.br,+55 (41) 3310-4545,https://www.utfpr.edu.br/internacional
Universidade Estadual do Rio Grande do Sul,UERGS,State,RS,Rio Grande do Sul,Porto Alegre,Sul,https://www.uergs.edu.br,https://www.uergs.edu.br/estudantes,Portal do Aluno UERGS,,,https://www.uergs.edu.br/pos-graduacao,4,0,,internacional@uergs.edu.br,+55 (51) 3288-5700,https://www.uergs.edu.br/internacional
Universidade Federal de Ciências da Saúde de Porto Alegre,UFCSPA,Federal,RS,Rio Grande do Sul,Porto Alegre,Sul,https://ufcspa.edu.br,https://minha.ufcspa.edu.br,Minha UFCSPA,,,https://ufcspa.edu.br/pos-graduacao,12,8,,international@ufcspa.edu.br,+55 (51) 3303-8800,https://ufcspa.edu.br/english
Universidade Federal de Pelotas,UFPEL,Federal,RS,Rio Grande do Sul,Pelotas,Sul,https://portal.ufpel.edu.br,https://institucional.ufpel.edu.br,COBALTO,,1501+,https://institucional.ufpel.edu.br/programas,45,28,,international@ufpel.edu.br,+55 (53) 3284-3140,https://wp.ufpel.edu.br/international
Universidade Federal de Santa Maria,UFSM,Federal,RS,Rio Grande do Sul,Santa Maria,Sul,https://www.ufsm.br,https://www.ufsm.br/estudantes,UFSM Digital / PEN-SIE,1201-1400,1501+,https://www.ufsm.br/pos-graduacao,65,42,True,dri@ufsm.br,+55 (55) 3220-8000,https://www.ufsm.br/orgaos-suplementares/dri
Universidade Federal do Pampa,UNIPAMPA,Federal,RS,Rio Grande do Sul,Bagé,Sul,https://unipampa.edu.br/portal,https://unipampa.edu.br/portal/sigaa,SIGAA,,,https://unipampa.edu.br/portal/pos-graduacao,18,5,,internacional@unipampa.edu.br,+55 (53) 3247-0100,https://unipampa.edu.br/portal/internacional
Universidade Federal do Rio Grande,FURG,Federal,RS,Rio Grande do Sul,Rio Grande,Sul,https://www.furg.br,https://www.furg.br/sistemas,SIGAA FURG,,,https://www.furg.br/pos-graduacao,35,18,,sri@furg.br,+55 (53) 3237-5400,https://www.furg.br/internacional
Universidade Federal do Rio Grande do Sul,UFRGS,Federal,RS,Rio Grande do Sul,Porto Alegre,Sul,https://www.ufrgs.br,https://www.ufrgs.br/site/aluno,Portal do Aluno UFRGS,691-694,601-800,https://www.ufrgs.br/site/ensino/pos-graduacao,97,78,True,relinter@relinter.ufrgs.br,+55 (51) 3308-3258,https://www.ufrgs.br/relinter
Universidade Federal da Fronteira Sul,UFFS,Federal,SC,Santa Catarina,Chapecó,Sul,https://www.uffs.edu.br,https://sigaa.uffs.edu.br,SIGAA,,,https://www.uffs.edu.br/uffs/pos-graduacao,12,3,,internacional@uffs.edu.br,+55 (49) 2049-3100,https://www.uffs.edu.br/uffs/relacoes-internacionais
Universidade Federal de Santa Catarina,UFSC,Federal,SC,Santa Catarina,Florianópolis,Sul,https://ufsc.br,https://cagr.sistemas.ufsc.br,CAGR / CAPG,801-850,1001-1200,https://propg.ufsc.br/cap/cursos-de-pos-graduacao-ofertados-pela-ufsc,87,72,True,sinter@contato.ufsc.br,+55 (48) 3721-6406,https://sinter.ufsc.br
Universidade Regional de Blumenau,FURB,Municipal,SC,Santa Catarina,Blumenau,Sul,https://www.furb.br,https://www.furb.br/pt/portal,Portal Acadêmico FURB,,,https://www.furb.br/pt/pos-graduacao,14,6,,internacional@furb.br,+55 (47) 3321-0429,https://www.furb.br/pt/internacional
Universidade do Estado de Santa Catarina,UDESC,State,SC,Santa Catarina,Florianópolis,Sul,https://www.udesc.br,https://www.udesc.br/estudantes,SIGA UDESC,,1501+,https://www.udesc.br/pos-graduacao,38,18,,cooperacao.internacional@udesc.br,+55 (48) 3664-8000,https://www.udesc.br/internacional
Universidade do Extremo Sul Catarinense,UNESC,Municipal,SC,Santa Catarina,Criciúma,Sul,https://www.unesc.net,https://www.unesc.net/ava,AVA Unesc,,,https://www.unesc.net/pos-graduacao,8,4,,iro@unesc.net,+55 (48) 3431-2660,https://www.unesc.net/internacional
